,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity,distance
283,22.0,12842.0,2048.0,4985.0,1967.0,5.9849,371000.0,NEAR BAY,196.46992660235702
284,42.0,1524.0,260.0,651.0,267.0,3.6875,157300.0,NEAR BAY,196.97018455309487
285,30.0,3326.0,746.0,1704.0,703.0,2.875,135300.0,NEAR BAY,196.63951036393425
286,43.0,1985.0,440.0,1085.0,407.0,3.4205,136700.0,NEAR BAY,197.80875631357046
287,50.0,1642.0,322.0,713.0,284.0,3.2984,160700.0,NEAR BAY,197.80875631357046
288,49.0,893.0,177.0,468.0,181.0,3.875,140600.0,NEAR BAY,196.97018455309487
289,52.0,653.0,128.0,296.0,121.0,4.175,144000.0,NEAR BAY,196.97018455309487
290,47.0,1256.0,,570.0,218.0,4.375,161900.0,NEAR BAY,195.79979056499582
291,48.0,977.0,194.0,446.0,180.0,4.7708,156300.0,NEAR BAY,195.79979056499582
292,45.0,2324.0,397.0,968.0,384.0,3.5739,176000.0,NEAR BAY,195.79979056499582
293,39.0,1583.0,349.0,857.0,316.0,3.0958,145800.0,NEAR BAY,195.79979056499582
294,39.0,1612.0,342.0,912.0,322.0,3.3958,141900.0,NEAR BAY,196.63951036393425
295,31.0,2424.0,533.0,1360.0,452.0,1.871,90700.0,NEAR BAY,196.63951036393425
296,41.0,1594.0,367.0,1074.0,355.0,1.9356,90600.0,NEAR BAY,196.31457565541191
297,47.0,2118.0,413.0,965.0,382.0,2.1842,107900.0,NEAR BAY,196.31457565541191
298,37.0,1575.0,358.0,933.0,320.0,2.2917,107000.0,NEAR BAY,197.15616218416932
299,38.0,1764.0,397.0,987.0,354.0,2.4333,98200.0,NEAR BAY,196.31457565541191
300,50.0,1187.0,261.0,907.0,246.0,1.9479,89500.0,NEAR BAY,197.15616218416932
301,52.0,754.0,175.0,447.0,165.0,3.9063,93800.0,NEAR BAY,197.15616218416932
302,49.0,2308.0,452.0,1299.0,451.0,1.8407,96700.0,NEAR BAY,197.15616218416932
303,27.0,909.0,236.0,396.0,157.0,2.0786,97500.0,NEAR BAY,197.47959922861
304,42.0,1180.0,257.0,877.0,268.0,2.8125,97300.0,NEAR BAY,197.47959922861
305,43.0,2018.0,408.0,1111.0,367.0,1.8913,91200.0,NEAR BAY,197.15616218416932
306,49.0,1368.0,282.0,790.0,269.0,1.7056,91400.0,NEAR BAY,197.99810148072544
307,52.0,2744.0,547.0,1479.0,554.0,2.2768,96200.0,NEAR BAY,197.47959922861
308,51.0,2107.0,471.0,1173.0,438.0,3.2552,120100.0,NEAR BAY,197.47959922861
309,52.0,1748.0,362.0,1029.0,366.0,2.0556,100000.0,NEAR BAY,197.47959922861
310,52.0,2024.0,391.0,1030.0,350.0,2.4659,94700.0,NEAR BAY,197.99810148072544
311,47.0,1116.0,259.0,826.0,279.0,1.75,85700.0,NEAR BAY,198.84038905450012
312,41.0,2036.0,510.0,1412.0,454.0,2.0469,89300.0,NEAR BAY,198.32005245945405
313,45.0,1852.0,393.0,1132.0,349.0,2.7159,101400.0,NEAR BAY,198.32005245945405
314,41.0,921.0,207.0,522.0,159.0,1.2083,72500.0,NEAR BAY,197.99810148072544
315,45.0,995.0,238.0,630.0,237.0,1.925,74100.0,NEAR BAY,197.99810148072544
316,36.0,606.0,132.0,531.0,133.0,1.5809,70000.0,NEAR BAY,198.5256216287854
317,37.0,2680.0,736.0,1925.0,667.0,1.4097,84600.0,NEAR BAY,198.84038905450012
318,38.0,1493.0,370.0,1144.0,351.0,0.7683,81800.0,NEAR BAY,197.99810148072544
319,19.0,2207.0,565.0,1481.0,520.0,1.3194,81400.0,NEAR BAY,197.68187904850205
320,28.0,856.0,189.0,435.0,162.0,0.8012,81800.0,NEAR BAY,197.68187904850205
321,26.0,1293.0,297.0,984.0,303.0,1.9479,85800.0,NEAR BAY,197.99810148072544
322,36.0,847.0,212.0,567.0,159.0,1.1765,87100.0,NEAR BAY,197.37141269707442
323,42.0,541.0,154.0,380.0,123.0,2.3456,83500.0,NEAR BAY,196.52656068369635
324,44.0,1066.0,253.0,825.0,244.0,2.1538,79700.0,NEAR BAY,197.06672963152124
325,43.0,707.0,147.0,417.0,155.0,2.5139,83400.0,NEAR BAY,197.37141269707442
326,45.0,1528.0,291.0,801.0,287.0,1.2625,84700.0,NEAR BAY,197.06672963152124
327,42.0,909.0,215.0,646.0,198.0,2.9063,80000.0,NEAR BAY,196.22045164926595
328,43.0,1391.0,293.0,855.0,285.0,2.5192,76400.0,NEAR BAY,196.22045164926595
329,44.0,548.0,119.0,435.0,136.0,2.1111,79700.0,NEAR BAY,196.22045164926595
330,42.0,4074.0,874.0,2736.0,780.0,2.455,82400.0,NEAR BAY,196.22045164926595
331,41.0,1613.0,445.0,1481.0,414.0,2.4028,97700.0,NEAR BAY,195.68203854170704
332,47.0,463.0,134.0,327.0,137.0,2.15,97200.0,NEAR BAY,195.68203854170704
333,43.0,818.0,193.0,494.0,179.0,2.4776,101600.0,NEAR BAY,195.68203854170704
334,43.0,1473.0,371.0,1231.0,341.0,2.1587,86500.0,NEAR BAY,195.3744922509991
335,35.0,504.0,126.0,323.0,109.0,1.8438,90500.0,NEAR BAY,196.52656068369635
336,46.0,1026.0,226.0,749.0,225.0,3.0298,107600.0,NEAR BAY,195.68203854170704
337,46.0,769.0,183.0,693.0,178.0,2.25,84200.0,NEAR BAY,195.68203854170704
338,46.0,2103.0,391.0,1339.0,354.0,2.2467,88900.0,NEAR BAY,196.52656068369635
339,45.0,330.0,76.0,282.0,80.0,4.0469,80700.0,NEAR BAY,196.83847337706493
340,46.0,941.0,218.0,621.0,195.0,1.325,87100.0,NEAR BAY,196.83847337706493
341,38.0,992.0,,732.0,259.0,1.6196,85100.0,NEAR BAY,195.99540897339574
342,45.0,990.0,261.0,901.0,260.0,2.1731,82000.0,NEAR BAY,196.83847337706493
343,36.0,1126.0,263.0,482.0,150.0,1.9167,82800.0,NEAR BAY,197.68187904850205
344,43.0,1036.0,233.0,652.0,213.0,2.069,84600.0,NEAR BAY,196.83847337706493
345,36.0,1047.0,214.0,651.0,166.0,1.712,82100.0,NEAR BAY,196.83847337706493
346,33.0,1280.0,307.0,999.0,286.0,2.5625,89300.0,NEAR BAY,196.31457565541191
347,43.0,1587.0,320.0,907.0,306.0,1.9821,98300.0,NEAR BAY,195.99540897339574
348,41.0,1257.0,271.0,828.0,230.0,2.5043,92300.0,NEAR BAY,195.99540897339574
349,44.0,1218.0,248.0,763.0,254.0,2.3281,88800.0,NEAR BAY,195.99540897339574
350,48.0,1751.0,390.0,935.0,349.0,1.4375,90000.0,NEAR BAY,195.99540897339574
351,45.0,2299.0,514.0,1437.0,484.0,2.5122,95500.0,NEAR BAY,195.4733464603891
352,38.0,2457.0,624.0,1516.0,482.0,1.5625,91700.0,NEAR BAY,195.15269026994756
353,47.0,998.0,211.0,597.0,185.0,3.1587,100400.0,NEAR BAY,195.99540897339574
354,40.0,1685.0,343.0,949.0,342.0,1.8426,94800.0,NEAR BAY,196.31457565541191
355,46.0,1827.0,307.0,881.0,302.0,4.6696,164300.0,NEAR BAY,195.4733464603891
356,36.0,2781.0,574.0,1438.0,519.0,2.4598,155500.0,NEAR BAY,195.4733464603891
357,39.0,1823.0,286.0,763.0,270.0,6.0749,196900.0,NEAR BAY,194.63247924203077
358,27.0,2229.0,365.0,1297.0,355.0,4.8304,279100.0,NEAR BAY,194.1214773581647
359,34.0,1513.0,231.0,545.0,211.0,5.5701,252800.0,NEAR BAY,193.79197872172966
360,26.0,3266.0,491.0,1222.0,533.0,5.37,275400.0,NEAR BAY,192.95184970107854
361,33.0,1809.0,261.0,808.0,219.0,6.86,250000.0,NEAR BAY,191.785363765356
362,28.0,794.0,111.0,329.0,109.0,7.6923,329800.0,NEAR BAY,191.785363765356
363,36.0,690.0,105.0,299.0,109.0,4.0313,195500.0,NEAR BAY,193.46830807004173
364,33.0,1334.0,200.0,579.0,202.0,6.8323,255900.0,NEAR BAY,193.46830807004173
365,30.0,414.0,54.0,137.0,50.0,4.975,311100.0,NEAR BAY,192.6266538197462
366,36.0,768.0,93.0,229.0,93.0,5.3602,330000.0,NEAR BAY,192.6266538197462
367,41.0,4400.0,666.0,1476.0,648.0,5.0,248900.0,NEAR BAY,192.30733577427384
368,46.0,954.0,161.0,429.0,154.0,2.925,142900.0,NEAR BAY,195.15269026994756
369,40.0,1445.0,256.0,849.0,255.0,3.8913,126300.0,NEAR BAY,194.31032177412897
370,44.0,1938.0,399.0,946.0,331.0,3.225,135800.0,NEAR BAY,194.31032177412897
371,41.0,856.0,178.0,571.0,191.0,3.1458,130600.0,NEAR BAY,193.99400114126666
372,24.0,1790.0,454.0,1137.0,386.0,2.537,107900.0,NEAR BAY,195.15269026994756
373,44.0,617.0,131.0,378.0,135.0,2.5568,111100.0,NEAR BAY,195.15269026994756
374,43.0,1383.0,275.0,853.0,272.0,3.5083,122000.0,NEAR BAY,193.99400114126666
375,49.0,1325.0,277.0,764.0,282.0,3.3125,118000.0,NEAR BAY,193.99400114126666
376,40.0,1227.0,294.0,928.0,261.0,1.8235,95200.0,NEAR BAY,195.15269026994756
377,35.0,667.0,140.0,406.0,133.0,3.8047,94300.0,NEAR BAY,195.15269026994756
378,34.0,1223.0,281.0,824.0,280.0,2.2917,92500.0,NEAR BAY,195.68203854170704
379,37.0,1379.0,287.0,835.0,259.0,2.4962,91800.0,NEAR BAY,195.99540897339574
380,43.0,1534.0,300.0,826.0,295.0,4.0417,109400.0,NEAR BAY,194.83785057018525
381,46.0,1029.0,181.0,567.0,211.0,3.4844,129500.0,NEAR BAY,194.83785057018525
382,52.0,771.0,147.0,355.0,144.0,4.1458,143400.0,NEAR BAY,194.83785057018525
383,47.0,824.0,223.0,533.0,166.0,2.625,98200.0,NEAR BAY,194.83785057018525
384,44.0,1097.0,239.0,609.0,215.0,2.0227,103100.0,NEAR BAY,194.83785057018525
385,49.0,1283.0,238.0,576.0,236.0,3.3333,276800.0,NEAR BAY,211.23601150256147
386,52.0,1604.0,263.0,594.0,286.0,5.338,270900.0,NEAR BAY,211.23601150256147
387,52.0,2248.0,422.0,870.0,377.0,3.4732,246200.0,NEAR BAY,210.85867383463415
388,38.0,2263.0,522.0,1027.0,509.0,3.5125,224200.0,NEAR BAY,212.0608556718347
389,52.0,1571.0,349.0,693.0,326.0,3.1375,229100.0,NEAR BAY,210.85867383463415
390,46.0,1520.0,402.0,815.0,375.0,2.8036,211600.0,NEAR BAY,211.68509982990358
391,15.0,5083.0,1212.0,2420.0,1146.0,4.5824,256100.0,NEAR BAY,212.0608556718347
392,36.0,1077.0,293.0,518.0,276.0,3.0208,206300.0,NEAR BAY,211.68509982990358
393,52.0,1248.0,283.0,620.0,275.0,4.0875,221300.0,NEAR BAY,211.68509982990358
394,42.0,1342.0,291.0,551.0,266.0,4.5268,207400.0,NEAR BAY,214.16700419735048
395,37.0,3061.0,930.0,2556.0,924.0,1.7375,350000.0,NEAR BAY,214.63074937687554
396,52.0,3171.0,698.0,1498.0,696.0,3.1795,218200.0,NEAR BAY,210.85867383463415
397,50.0,1211.0,261.0,523.0,227.0,3.8672,216700.0,NEAR BAY,210.4865320370933
398,52.0,979.0,175.0,374.0,153.0,5.1675,270600.0,NEAR BAY,210.85867383463415
399,52.0,2269.0,380.0,1004.0,371.0,5.1696,261400.0,NEAR BAY,210.85867383463415
400,52.0,1844.0,332.0,769.0,334.0,4.2614,261300.0,NEAR BAY,209.6589742454106
401,52.0,2178.0,421.0,940.0,423.0,5.0551,232200.0,NEAR BAY,210.85867383463415
402,42.0,1650.0,274.0,645.0,256.0,5.6228,375400.0,NEAR BAY,209.5877009844263
403,52.0,1927.0,279.0,705.0,288.0,7.8864,357300.0,NEAR BAY,208.7642455330467
404,52.0,2079.0,273.0,684.0,275.0,7.9556,374400.0,NEAR BAY,209.5877009844263
405,52.0,1803.0,240.0,572.0,236.0,6.174,358800.0,NEAR BAY,209.5877009844263
406,52.0,2041.0,270.0,671.0,253.0,6.9414,417500.0,NEAR BAY,209.5877009844263
407,52.0,3046.0,373.0,975.0,365.0,8.8342,430500.0,NEAR BAY,209.2071662206498
408,52.0,2318.0,328.0,779.0,312.0,7.1754,362900.0,NEAR BAY,210.41162480422787
409,52.0,2003.0,250.0,658.0,244.0,10.0825,397000.0,NEAR BAY,210.41162480422787
410,52.0,2261.0,328.0,819.0,335.0,4.9083,346800.0,NEAR BAY,210.41162480422787
411,52.0,1225.0,169.0,412.0,168.0,5.7912,327100.0,NEAR BAY,210.0326941994588
412,52.0,2315.0,408.0,835.0,369.0,4.5893,290100.0,NEAR BAY,210.0326941994588
413,52.0,2070.0,329.0,722.0,306.0,5.4171,292000.0,NEAR BAY,210.0326941994588
414,52.0,2616.0,473.0,1085.0,487.0,4.125,270900.0,NEAR BAY,210.0326941994588
415,52.0,2640.0,366.0,973.0,355.0,7.266,371100.0,NEAR BAY,209.2071662206498
416,52.0,1978.0,293.0,723.0,272.0,5.3989,335600.0,NEAR BAY,209.2071662206498
417,37.0,2220.0,335.0,903.0,362.0,7.8336,371300.0,NEAR BAY,208.7642455330467
418,41.0,1125.0,195.0,356.0,181.0,6.1593,344000.0,NEAR BAY,207.55748682365862
419,52.0,3078.0,494.0,1005.0,462.0,6.381,342200.0,NEAR BAY,208.38209527547724
420,52.0,3706.0,531.0,1205.0,504.0,6.6828,370900.0,NEAR BAY,208.38209527547724
421,37.0,3000.0,457.0,987.0,450.0,7.5385,350000.0,NEAR BAY,207.55748682365862
422,42.0,2863.0,460.0,1031.0,448.0,6.7138,368600.0,NEAR BAY,207.55748682365862
423,52.0,2551.0,417.0,894.0,404.0,6.2425,391800.0,NEAR BAY,208.00518535116382
424,52.0,2255.0,410.0,823.0,377.0,5.7979,415300.0,NEAR BAY,208.00518535116382
425,52.0,3360.0,648.0,1232.0,621.0,4.2813,284900.0,NEAR BAY,208.8318569288037
426,52.0,1693.0,391.0,669.0,367.0,3.5417,287500.0,NEAR BAY,208.8318569288037
427,44.0,2252.0,592.0,989.0,550.0,3.0132,272900.0,NEAR BAY,208.8318569288037
428,52.0,2495.0,491.0,1058.0,464.0,4.1429,259600.0,NEAR BAY,209.6589742454106
429,52.0,1193.0,200.0,506.0,207.0,4.1912,254500.0,NEAR BAY,209.6589742454106
430,52.0,1172.0,215.0,489.0,218.0,3.9167,235600.0,NEAR BAY,209.6589742454106
431,52.0,2159.0,424.0,824.0,388.0,3.8897,218400.0,NEAR BAY,210.4865320370933
432,48.0,2365.0,490.0,1034.0,475.0,3.1065,229200.0,NEAR BAY,210.4865320370933
433,46.0,1895.0,442.0,920.0,425.0,2.9926,192100.0,NEAR BAY,210.4865320370933
434,52.0,1650.0,395.0,841.0,380.0,3.556,179300.0,NEAR BAY,210.4865320370933
435,45.0,453.0,146.0,749.0,137.0,1.475,187500.0,NEAR BAY,211.31452511949973
436,52.0,409.0,97.0,208.0,98.0,1.6971,138800.0,NEAR BAY,211.31452511949973
437,10.0,503.0,118.0,228.0,100.0,2.1705,150000.0,NEAR BAY,210.94915884573925
438,50.0,499.0,127.0,287.0,128.0,2.75,140600.0,NEAR BAY,210.58902811817396
439,52.0,477.0,119.0,218.0,106.0,2.5682,120000.0,NEAR BAY,209.4015569513982
440,46.0,1647.0,376.0,854.0,355.0,2.9,144800.0,NEAR BAY,211.31452511949973
441,52.0,3123.0,749.0,1695.0,684.0,2.2208,144800.0,NEAR BAY,210.94915884573925
442,52.0,957.0,188.0,403.0,172.0,3.2344,245500.0,NEAR BAY,209.6589742454106
443,52.0,589.0,132.0,288.0,131.0,3.5156,200000.0,NEAR BAY,209.29049285539782
444,49.0,2026.0,548.0,963.0,521.0,1.9805,173700.0,NEAR BAY,209.29049285539782
445,50.0,1829.0,536.0,1129.0,516.0,2.6684,185600.0,NEAR BAY,210.11961371712968
446,52.0,895.0,198.0,386.0,204.0,3.875,182600.0,NEAR BAY,210.11961371712968
447,52.0,1909.0,416.0,811.0,406.0,3.006,227900.0,NEAR BAY,209.6589742454106
448,46.0,3022.0,696.0,1293.0,675.0,2.543,220700.0,NEAR BAY,209.29049285539782
449,46.0,1777.0,446.0,805.0,431.0,2.8676,212000.0,NEAR BAY,209.29049285539782
450,52.0,2803.0,930.0,1372.0,876.0,2.1907,271400.0,NEAR BAY,208.8318569288037
451,30.0,1465.0,439.0,862.0,425.0,1.7778,268800.0,NEAR BAY,208.46180133230658
452,37.0,2619.0,682.0,1152.0,616.0,2.52,277800.0,NEAR BAY,208.8318569288037
453,52.0,1149.0,255.0,483.0,249.0,4.2788,332500.0,NEAR BAY,208.00518535116382
454,52.0,2363.0,604.0,1558.0,573.0,2.944,338900.0,NEAR BAY,208.00518535116382
455,52.0,2604.0,837.0,1798.0,769.0,1.725,287500.0,NEAR BAY,208.00518535116382
456,41.0,685.0,141.0,266.0,123.0,5.2289,384600.0,NEAR BAY,206.80572698224202
457,42.0,1756.0,465.0,2184.0,422.0,2.5562,371400.0,NEAR BAY,206.80572698224202
458,52.0,1204.0,460.0,2016.0,477.0,0.949,350000.0,NEAR BAY,206.80572698224202
459,52.0,609.0,236.0,1349.0,250.0,1.1696,500001.0,NEAR BAY,206.80572698224202
460,52.0,1087.0,371.0,3337.0,350.0,1.4012,175000.0,NEAR BAY,207.63354429801615
461,52.0,2773.0,998.0,1721.0,949.0,1.1859,241700.0,NEAR BAY,207.63354429801615
462,35.0,3218.0,1108.0,1675.0,1000.0,1.7464,216700.0,NEAR BAY,208.46180133230658
463,49.0,1350.0,368.0,707.0,350.0,2.8846,211300.0,NEAR BAY,208.46180133230658
464,52.0,3084.0,698.0,1424.0,694.0,2.7372,210200.0,NEAR BAY,208.46180133230658
465,52.0,938.0,195.0,393.0,189.0,3.8594,196400.0,NEAR BAY,208.92727774688078
466,52.0,1813.0,353.0,828.0,339.0,3.5625,191700.0,NEAR BAY,209.29049285539782
467,52.0,1233.0,300.0,571.0,292.0,2.2788,182300.0,NEAR BAY,209.29049285539782
468,44.0,2539.0,755.0,1382.0,713.0,2.537,175000.0,NEAR BAY,210.11961371712968
469,46.0,1267.0,324.0,792.0,321.0,2.525,165900.0,NEAR BAY,210.11961371712968
470,52.0,1665.0,404.0,815.0,372.0,1.9946,156900.0,NEAR BAY,209.75794628616254
471,52.0,1659.0,367.0,788.0,346.0,2.8214,164300.0,NEAR BAY,208.92727774688078
472,52.0,2225.0,460.0,1145.0,430.0,2.6165,150000.0,NEAR BAY,210.11961371712968
473,50.0,2485.0,607.0,1354.0,563.0,1.9483,150500.0,NEAR BAY,209.75794628616254
474,52.0,2031.0,450.0,958.0,445.0,1.9327,169900.0,NEAR BAY,208.92727774688078
475,49.0,2932.0,668.0,1361.0,608.0,1.9798,147400.0,NEAR BAY,208.92727774688078
476,52.0,2246.0,472.0,1005.0,449.0,2.4167,152700.0,NEAR BAY,208.56935643284177
477,49.0,2052.0,435.0,924.0,414.0,2.5417,182700.0,NEAR BAY,208.0970274589393
478,52.0,1999.0,417.0,780.0,358.0,3.3906,179300.0,NEAR BAY,208.92727774688078
479,52.0,3007.0,691.0,1582.0,636.0,2.5652,157700.0,NEAR BAY,208.92727774688078
480,41.0,2214.0,550.0,1213.0,568.0,2.2845,153100.0,NEAR BAY,208.92727774688078
481,52.0,1088.0,305.0,486.0,267.0,2.6071,250000.0,NEAR BAY,208.0970274589393
482,52.0,834.0,186.0,494.0,175.0,3.15,206300.0,NEAR BAY,208.0970274589393
483,52.0,1769.0,372.0,849.0,365.0,2.6914,218800.0,NEAR BAY,208.0970274589393
484,52.0,2307.0,583.0,1127.0,548.0,1.8447,198200.0,NEAR BAY,208.0970274589393
485,35.0,5161.0,1744.0,3276.0,1742.0,1.6307,253600.0,NEAR BAY,207.26720045808983
486,52.0,3497.0,832.0,1493.0,794.0,2.9044,257400.0,NEAR BAY,207.26720045808983
487,52.0,3774.0,744.0,1461.0,679.0,2.9405,289500.0,NEAR BAY,207.26720045808983
488,52.0,2888.0,604.0,1253.0,538.0,3.3893,241700.0,NEAR BAY,207.26720045808983
489,48.0,2153.0,517.0,1656.0,459.0,3.0417,489600.0,NEAR BAY,206.43780185823667
490,52.0,1389.0,191.0,514.0,202.0,7.0897,446200.0,NEAR BAY,206.43780185823667
491,52.0,1709.0,318.0,719.0,295.0,5.0463,456300.0,NEAR BAY,206.43780185823667
492,52.0,1587.0,444.0,878.0,449.0,1.7652,336800.0,NEAR BAY,206.43780185823667
493,52.0,1668.0,225.0,517.0,214.0,7.8521,500001.0,NEAR BAY,205.60883685312746
494,52.0,3726.0,474.0,1366.0,496.0,9.3959,500001.0,NEAR BAY,205.24467612604545
495,52.0,4048.0,663.0,1316.0,590.0,5.3794,376900.0,NEAR BAY,206.43780185823667
496,52.0,3618.0,768.0,1508.0,755.0,3.2619,309600.0,NEAR BAY,206.90618196876497
497,52.0,4076.0,920.0,1800.0,815.0,2.7054,182300.0,NEAR BAY,207.73756313173507
498,47.0,2077.0,400.0,719.0,326.0,2.2431,172700.0,NEAR BAY,207.73756313173507
499,50.0,1279.0,300.0,675.0,255.0,1.9028,150800.0,NEAR BAY,207.73756313173507
500,52.0,1974.0,426.0,875.0,363.0,1.5817,153600.0,NEAR BAY,207.73756313173507
501,52.0,335.0,83.0,152.0,77.0,2.2841,106300.0,NEAR BAY,207.73756313173507
502,47.0,1375.0,307.0,843.0,319.0,1.3785,142300.0,NEAR BAY,207.73756313173507
503,52.0,610.0,145.0,281.0,132.0,2.9018,119400.0,NEAR BAY,208.56935643284177
504,44.0,1025.0,198.0,506.0,204.0,1.73,147900.0,NEAR BAY,208.56935643284177
505,48.0,2063.0,484.0,1054.0,466.0,2.2625,132900.0,NEAR BAY,208.56935643284177
506,35.0,1872.0,419.0,1017.0,414.0,2.2106,132500.0,NEAR BAY,209.05047270712575
507,52.0,3108.0,813.0,1623.0,765.0,2.6997,126900.0,NEAR BAY,207.86950416586828
508,14.0,7355.0,2408.0,3100.0,2051.0,4.0018,143800.0,NEAR BAY,209.88458071072753
509,52.0,2990.0,379.0,947.0,361.0,7.8772,500001.0,NEAR BAY,203.6992981706575
510,39.0,2492.0,310.0,808.0,315.0,11.8603,500001.0,NEAR BAY,202.5154585353779
511,42.0,2991.0,335.0,1018.0,335.0,13.499,500001.0,NEAR BAY,202.5154585353779
512,52.0,3242.0,366.0,1001.0,352.0,12.2138,500001.0,NEAR BAY,203.3498408066751
513,52.0,3051.0,381.0,1005.0,369.0,8.1872,466100.0,NEAR BAY,203.3498408066751
514,52.0,3494.0,396.0,1192.0,383.0,12.3804,500001.0,NEAR BAY,203.3498408066751
515,52.0,1757.0,246.0,585.0,227.0,5.8948,457800.0,NEAR BAY,204.5325400559315
516,52.0,2449.0,312.0,916.0,316.0,8.1194,471600.0,NEAR BAY,204.5325400559315
517,52.0,1611.0,203.0,556.0,179.0,8.7477,500001.0,NEAR BAY,203.3498408066751
518,52.0,3665.0,517.0,1470.0,520.0,6.155,398600.0,NEAR BAY,204.1846211628042
519,52.0,2474.0,403.0,1104.0,398.0,5.883,340700.0,NEAR BAY,205.0197947317667
520,52.0,3037.0,516.0,1242.0,518.0,5.2128,289900.0,NEAR BAY,201.369297632945
521,52.0,2269.0,323.0,805.0,321.0,4.7188,335300.0,NEAR BAY,201.369297632945
522,52.0,1316.0,177.0,378.0,162.0,5.2915,333000.0,NEAR BAY,201.369297632945
523,52.0,1153.0,235.0,481.0,223.0,2.6411,241000.0,NEAR BAY,202.52762494535034
524,52.0,772.0,179.0,409.0,160.0,3.3214,189600.0,NEAR BAY,201.6854177256999
525,52.0,1711.0,386.0,885.0,373.0,3.6417,206300.0,NEAR BAY,202.52762494535034
526,52.0,2650.0,566.0,1468.0,567.0,3.0161,215700.0,NEAR BAY,203.37016990383304
527,52.0,1038.0,220.0,482.0,215.0,3.1771,210200.0,NEAR BAY,203.37016990383304
528,52.0,1527.0,320.0,825.0,264.0,3.4531,208800.0,NEAR BAY,203.37016990383304
529,52.0,859.0,157.0,429.0,158.0,4.3098,197900.0,NEAR BAY,203.37016990383304
530,52.0,970.0,217.0,528.0,208.0,3.3438,201300.0,NEAR BAY,204.53047871815107
531,52.0,1045.0,239.0,496.0,216.0,2.9213,190800.0,NEAR BAY,204.53047871815107
532,52.0,1408.0,280.0,718.0,265.0,2.6806,207900.0,NEAR BAY,205.3722701791386
533,52.0,1222.0,264.0,630.0,265.0,3.7708,215300.0,NEAR BAY,205.3722701791386
534,45.0,1169.0,263.0,723.0,286.0,3.9444,212900.0,NEAR BAY,205.3722701791386
535,13.0,2020.0,535.0,959.0,486.0,5.2601,292700.0,NEAR BAY,205.3722701791386
536,30.0,4145.0,869.0,3668.0,855.0,2.5444,275000.0,NEAR BAY,206.53451098905174
537,42.0,2038.0,368.0,2037.0,355.0,2.6447,200000.0,NEAR BAY,207.58781646053512
538,29.0,5154.0,,3741.0,1273.0,2.5762,173400.0,NEAR BAY,206.2143975792069
539,42.0,1241.0,309.0,821.0,300.0,1.9427,102200.0,NEAR BAY,207.05685681000364
540,52.0,1468.0,363.0,870.0,347.0,2.9688,220800.0,NEAR BAY,205.89978964897145
541,27.0,3997.0,1073.0,1901.0,966.0,3.75,242800.0,NEAR BAY,205.89978964897145
542,18.0,2873.0,763.0,1243.0,663.0,5.1702,265400.0,NEAR BAY,206.4359441856996
543,50.0,1487.0,306.0,730.0,327.0,2.5139,219000.0,NEAR BAY,206.2143975792069
544,52.0,1670.0,350.0,793.0,299.0,2.9732,282100.0,NEAR BAY,204.2130484113416
545,52.0,2252.0,388.0,1033.0,434.0,5.5337,372000.0,NEAR BAY,205.05625634530114
546,52.0,1731.0,377.0,872.0,363.0,4.1667,225800.0,NEAR BAY,205.05625634530114
547,52.0,1710.0,481.0,849.0,457.0,2.7115,220800.0,NEAR BAY,205.05625634530114
548,52.0,2388.0,559.0,1121.0,518.0,3.3269,234500.0,NEAR BAY,205.05625634530114
549,52.0,2156.0,458.0,872.0,445.0,3.2685,254200.0,NEAR BAY,203.37016990383304
550,52.0,1565.0,315.0,637.0,297.0,4.7778,351800.0,NEAR BAY,204.2130484113416
551,52.0,1704.0,371.0,663.0,340.0,4.226,275000.0,NEAR BAY,204.2130484113416
552,52.0,1210.0,168.0,411.0,172.0,3.3571,405400.0,NEAR BAY,204.2130484113416
553,52.0,2097.0,444.0,915.0,413.0,2.9899,228100.0,NEAR BAY,204.2130484113416
554,52.0,1848.0,479.0,921.0,477.0,2.875,234000.0,NEAR BAY,204.2130484113416
555,43.0,955.0,284.0,585.0,266.0,2.3882,162500.0,NEAR BAY,202.52762494535034
556,43.0,4329.0,1110.0,2086.0,1053.0,2.975,243400.0,NEAR BAY,203.37016990383304
557,52.0,3011.0,542.0,1303.0,535.0,5.1039,273800.0,NEAR BAY,201.369297632945
558,52.0,1049.0,185.0,374.0,176.0,4.1458,248500.0,NEAR BAY,201.369297632945
559,52.0,2504.0,516.0,979.0,472.0,3.4762,244000.0,NEAR BAY,202.21293486572503
560,52.0,1846.0,471.0,827.0,446.0,2.6833,240900.0,NEAR BAY,202.21293486572503
561,52.0,1705.0,246.0,658.0,253.0,5.75,306300.0,NEAR BAY,201.369297632945
562,50.0,1542.0,289.0,654.0,268.0,3.9632,240000.0,NEAR BAY,201.0588283049757
563,45.0,891.0,,384.0,146.0,4.9489,247100.0,NEAR BAY,201.90387635022364
564,27.0,4051.0,753.0,1499.0,797.0,4.8711,286600.0,NEAR BAY,201.90387635022364
565,52.0,2646.0,581.0,1128.0,522.0,3.0718,266700.0,NEAR BAY,202.21293486572503
566,49.0,2428.0,525.0,1110.0,492.0,3.6719,229800.0,NEAR BAY,202.21293486572503
567,52.0,2567.0,436.0,1119.0,415.0,4.6094,229300.0,NEAR BAY,202.21293486572503
